Medicare Advantage Monthly Capitation Rates for 2021 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $5.25.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2021 Rate,Parts A&B 3.5% Bonus 2021 Rate,Parts A&B 0% Bonus 2021 Rate,Parts A&B ESRD 2021 Rate
19480,LOUISIANA,ST. LANDRY,"1,056.29","1,041.20","1,005.99","7,227.34"
19490,LOUISIANA,ST. MARTIN,"1,004.75",990.39,956.90,"7,227.34"
19500,LOUISIANA,ST. MARY,"1,071.36","1,056.05","1,020.34","7,227.34"
19510,LOUISIANA,ST. TAMMANY,"1,025.20","1,010.55",976.38,"7,227.34"
19520,LOUISIANA,TANGIPAHOA,"1,073.50","1,057.40","1,019.83","7,227.34"
19530,LOUISIANA,TENSAS,"1,101.91","1,085.38","1,046.81","7,227.34"
19540,LOUISIANA,TERREBONNE,"1,047.18","1,043.28","1,010.38","7,227.34"
19550,LOUISIANA,UNION,"1,199.45","1,181.46","1,139.48","7,227.34"
19560,LOUISIANA,VERMILION,"1,035.02","1,020.23",985.73,"7,227.34"
19570,LOUISIANA,VERNON,"1,046.89","1,031.19",994.55,"7,227.34"
19580,LOUISIANA,WASHINGTON,"1,130.17","1,113.22","1,073.66","7,227.34"
19590,LOUISIANA,WEBSTER,"1,067.92","1,051.90","1,014.52","7,227.34"
19600,LOUISIANA,WEST BATON ROUGE,973.24,959.81,928.49,"7,227.34"
19610,LOUISIANA,WEST CARROLL,"1,160.88","1,143.47","1,102.84","7,227.34"
19620,LOUISIANA,WEST FELICIANA,"1,188.31","1,170.49","1,128.89","7,227.34"
19630,LOUISIANA,WINN,"1,139.75","1,122.65","1,082.76","7,227.34"
20000,MAINE,ANDROSCOGGIN,973.69,973.69,973.69,"7,272.60"
20010,MAINE,AROOSTOOK,977.72,977.72,977.72,"7,272.60"
20020,MAINE,CUMBERLAND,"1,029.98","1,016.25",984.21,"7,272.60"
20030,MAINE,FRANKLIN,970.48,970.48,970.48,"7,272.60"
20040,MAINE,HANCOCK,"1,039.62","1,039.62","1,015.61","7,272.60"
20050,MAINE,KENNEBEC,964.90,964.90,964.90,"7,272.60"
20060,MAINE,KNOX,969.55,969.55,969.55,"7,272.60"
20070,MAINE,LINCOLN,"1,022.91","1,022.91","1,002.94","7,272.60"
20080,MAINE,OXFORD,970.60,970.60,970.60,"7,272.60"
20090,MAINE,PENOBSCOT,974.42,974.42,974.42,"7,272.60"
20100,MAINE,PISCATAQUIS,"1,008.38",993.25,957.96,"7,272.60"
20110,MAINE,SAGADAHOC,"1,055.66","1,041.10","1,007.12","7,272.60"
20120,MAINE,SOMERSET,"1,004.43","1,004.43",991.90,"7,272.60"
20130,MAINE,WALDO,993.54,993.54,967.71,"7,272.60"
20140,MAINE,WASHINGTON,956.70,956.70,956.70,"7,272.60"
20150,MAINE,YORK,"1,017.66","1,004.09",972.43,"7,272.60"
21000,MARYLAND,ALLEGANY,"1,164.16","1,146.70","1,105.95","8,742.22"
21010,MARYLAND,ANNE ARUNDEL,"1,133.55","1,116.55","1,076.87","8,742.22"
21020,MARYLAND,BALTIMORE,"1,203.69","1,185.63","1,143.51","8,742.22"
21030,MARYLAND,BALTIMORE CITY,"1,309.55","1,289.91","1,244.07","8,742.22"
21040,MARYLAND,CALVERT,"1,046.40","1,030.70",994.08,"8,742.22"
21050,MARYLAND,CAROLINE,"1,164.19","1,146.73","1,105.98","8,742.22"
21060,MARYLAND,CARROLL,"1,148.31","1,131.09","1,090.89","8,742.22"
21070,MARYLAND,CECIL,"1,143.56","1,126.41","1,086.38","8,742.22"
21080,MARYLAND,CHARLES,"1,082.13","1,065.90","1,028.02","8,742.22"
21090,MARYLAND,DORCHESTER,"1,215.16","1,196.93","1,154.40","8,742.22"
21100,MARYLAND,FREDERICK,"1,098.26","1,081.79","1,043.35","8,742.22"
21110,MARYLAND,GARRETT,989.47,989.47,970.87,"8,742.22"
21120,MARYLAND,HARFORD,"1,199.84","1,181.84","1,139.85","8,742.22"
21130,MARYLAND,HOWARD,"1,042.92","1,027.28",990.77,"8,742.22"
21140,MARYLAND,KENT,"1,242.03","1,223.40","1,179.93","8,742.22"
21150,MARYLAND,MONTGOMERY,"1,058.74","1,043.61","1,008.32","8,742.22"
21160,MARYLAND,PRINCE GEORGE'S,"1,074.56","1,058.44","1,020.83","8,742.22"
21170,MARYLAND,QUEEN ANNE'S,"1,124.08","1,107.22","1,067.88","8,742.22"
21180,MARYLAND,ST. MARY'S,"1,044.00","1,028.34",991.80,"8,742.22"
21190,MARYLAND,SOMERSET,"1,077.77","1,061.60","1,023.88","8,742.22"
21200,MARYLAND,TALBOT,"1,179.64","1,161.95","1,120.66","8,742.22"
21210,MARYLAND,WASHINGTON,"1,047.10","1,031.39",994.75,"8,742.22"
21220,MARYLAND,WICOMICO,"1,072.22","1,056.14","1,018.61","8,742.22"
21230,MARYLAND,WORCESTER,"1,163.26","1,145.81","1,105.10","8,742.22"
22000,MASSACHUSETTS,BARNSTABLE,"1,091.54","1,075.17","1,036.96","8,912.67"
22010,MASSACHUSETTS,BERKSHIRE,"1,041.63","1,036.74","1,001.68","8,912.67"
22020,MASSACHUSETTS,BRISTOL,"1,026.68","1,011.66",976.60,"8,912.67"
22030,MASSACHUSETTS,DUKES,"1,167.24","1,149.73","1,108.88","8,912.67"
22040,MASSACHUSETTS,ESSEX,"1,023.30","1,008.68",974.57,"8,912.67"
22060,MASSACHUSETTS,FRANKLIN,"1,028.38","1,015.11",984.15,"8,912.67"
22070,MASSACHUSETTS,HAMPDEN,"1,008.09",994.65,963.29,"8,912.67"
22080,MASSACHUSETTS,HAMPSHIRE,"1,003.73",990.34,959.12,"8,912.67"
22090,MASSACHUSETTS,MIDDLESEX,"1,024.87","1,010.23",976.07,"8,912.67"
22120,MASSACHUSETTS,NANTUCKET,"1,077.07","1,060.91","1,023.22","8,912.67"
22130,MASSACHUSETTS,NORFOLK,"1,025.45","1,010.07",974.18,"8,912.67"
22150,MASSACHUSETTS,PLYMOUTH,"1,073.56","1,057.46","1,019.88","8,912.67"
22160,MASSACHUSETTS,SUFFOLK,"1,001.79",987.48,954.09,"8,912.67"
22170,MASSACHUSETTS,WORCESTER,"1,023.57","1,008.95",974.83,"8,912.67"
23000,MICHIGAN,ALCONA,970.79,970.79,970.79,"7,629.77"
23010,MICHIGAN,ALGER,"1,048.24","1,033.26",998.32,"7,629.77"
23020,MICHIGAN,ALLEGAN,"1,062.25","1,050.31",990.05,"7,629.77"
23030,MICHIGAN,ALPENA,917.36,917.36,917.36,"7,629.77"
23040,MICHIGAN,ANTRIM,967.31,960.60,928.12,"7,629.77"
23050,MICHIGAN,ARENAC,988.21,988.21,978.69,"7,629.77"
23060,MICHIGAN,BARAGA,"1,057.86","1,041.99","1,004.97","7,629.77"
23070,MICHIGAN,BARRY,"1,062.34","1,036.84",977.35,"7,629.77"
23080,MICHIGAN,BAY,986.09,972.49,940.75,"7,629.77"
23090,MICHIGAN,BENZIE,975.13,975.13,975.13,"7,629.77"
23100,MICHIGAN,BERRIEN,962.74,962.74,962.74,"7,629.77"
23110,MICHIGAN,BRANCH,"1,009.96",996.49,965.07,"7,629.77"
23120,MICHIGAN,CALHOUN,"1,044.40","1,031.34","1,000.88","7,629.77"
23130,MICHIGAN,CASS,"1,060.92","1,033.83",970.63,"7,629.77"
23140,MICHIGAN,CHARLEVOIX,953.53,953.53,953.53,"7,629.77"
23150,MICHIGAN,CHEBOYGAN,978.06,978.06,978.06,"7,629.77"
23160,MICHIGAN,CHIPPEWA,992.27,981.91,949.86,"7,629.77"
23170,MICHIGAN,CLARE,925.65,925.65,925.65,"7,629.77"
23180,MICHIGAN,CLINTON,"1,034.22","1,007.82",946.20,"7,629.77"
23190,MICHIGAN,CRAWFORD,"1,010.98",997.50,966.05,"7,629.77"
23200,MICHIGAN,DELTA,976.52,976.52,976.52,"7,629.77"
23210,MICHIGAN,DICKINSON,979.46,979.46,957.97,"7,629.77"
23220,MICHIGAN,EATON,"1,048.38","1,020.73",956.21,"7,629.77"
23230,MICHIGAN,EMMET,978.27,978.27,978.27,"7,629.77"
23240,MICHIGAN,GENESEE,"1,013.45",998.97,965.19,"7,629.77"
23250,MICHIGAN,GLADWIN,996.05,982.77,951.78,"7,629.77"
23260,MICHIGAN,GOGEBIC,977.08,977.08,966.56,"7,629.77"
23270,MICHIGAN,GRAND TRAVERSE,975.66,975.66,975.66,"7,629.77"
23280,MICHIGAN,GRATIOT,"1,020.09","1,006.49",974.76,"7,629.77"
23290,MICHIGAN,HILLSDALE,935.70,935.70,935.70,"7,629.77"
23300,MICHIGAN,HOUGHTON,975.60,975.60,969.91,"7,629.77"
23310,MICHIGAN,HURON,"1,031.39","1,015.92",979.82,"7,629.77"
23320,MICHIGAN,INGHAM,"1,043.34","1,017.53",957.30,"7,629.77"
23330,MICHIGAN,IONIA,"1,042.87","1,017.07",956.86,"7,629.77"
23340,MICHIGAN,IOSCO,947.25,947.25,947.25,"7,629.77"
23350,MICHIGAN,IRON,"1,079.95","1,063.75","1,025.95","7,629.77"
23360,MICHIGAN,ISABELLA,891.52,891.52,891.52,"7,629.77"
23370,MICHIGAN,JACKSON,942.92,942.92,942.92,"7,629.77"
23380,MICHIGAN,KALAMAZOO,"1,049.80","1,024.60",965.82,"7,629.77"
23390,MICHIGAN,KALKASKA,974.26,974.26,974.26,"7,629.77"
23400,MICHIGAN,KENT,988.31,964.59,909.25,"7,629.77"
23410,MICHIGAN,KEWEENAW,"1,026.87","1,012.20",977.97,"7,629.77"
23420,MICHIGAN,LAKE,967.56,967.56,950.29,"7,629.77"
23430,MICHIGAN,LAPEER,"1,062.26","1,035.14",971.85,"7,629.77"
23440,MICHIGAN,LEELANAU,974.85,974.85,974.85,"7,629.77"
23450,MICHIGAN,LENAWEE,"1,052.43","1,027.17",968.23,"7,629.77"
23460,MICHIGAN,LIVINGSTON,982.22,968.67,937.06,"7,629.77"
23470,MICHIGAN,LUCE,"1,032.92","1,017.43",981.27,"7,629.77"
23480,MICHIGAN,MACKINAC,"1,031.69","1,016.21",980.11,"7,629.77"
23490,MICHIGAN,MACOMB,989.68,975.54,942.55,"7,629.77"
23500,MICHIGAN,MANISTEE,937.13,937.13,930.46,"7,629.77"
23510,MICHIGAN,MARQUETTE,"1,032.43","1,032.43","1,011.54","7,629.77"
23520,MICHIGAN,MASON,974.14,974.14,974.14,"7,629.77"
23530,MICHIGAN,MECOSTA,966.08,966.08,966.08,"7,629.77"
23540,MICHIGAN,MENOMINEE,981.07,981.07,965.22,"7,629.77"
23550,MICHIGAN,MIDLAND,"1,009.12",995.67,964.28,"7,629.77"
23560,MICHIGAN,MISSAUKEE,976.51,976.51,963.78,"7,629.77"
23570,MICHIGAN,MONROE,"1,028.53","1,014.82",982.82,"7,629.77"
23580,MICHIGAN,MONTCALM,"1,003.71",990.76,960.54,"7,629.77"
23590,MICHIGAN,MONTMORENCY,987.90,974.72,943.99,"7,629.77"
23600,MICHIGAN,MUSKEGON,"1,018.31",993.87,936.85,"7,629.77"
23610,MICHIGAN,NEWAYGO,"1,009.65",985.42,928.88,"7,629.77"
23620,MICHIGAN,OAKLAND,991.06,976.91,943.87,"7,629.77"
23630,MICHIGAN,OCEANA,970.97,970.97,970.97,"7,629.77"
23640,MICHIGAN,OGEMAW,948.27,948.27,926.38,"7,629.77"
23650,MICHIGAN,ONTONAGON,953.90,940.28,908.48,"7,629.77"
23660,MICHIGAN,OSCEOLA,969.69,969.69,969.69,"7,629.77"
23670,MICHIGAN,OSCODA,975.16,961.23,928.72,"7,629.77"
23680,MICHIGAN,OTSEGO,976.34,976.34,953.35,"7,629.77"
23690,MICHIGAN,OTTAWA,"1,007.30",983.12,926.72,"7,629.77"
23700,MICHIGAN,PRESQUE ISLE,977.93,977.93,977.93,"7,629.77"
23710,MICHIGAN,ROSCOMMON,986.38,986.38,956.05,"7,629.77"
23720,MICHIGAN,SAGINAW,"1,013.47","1,000.39",969.88,"7,629.77"
23730,MICHIGAN,ST. CLAIR,"1,025.78","1,012.96",983.04,"7,629.77"
23740,MICHIGAN,ST. JOSEPH,940.03,940.03,940.03,"7,629.77"
23750,MICHIGAN,SANILAC,966.09,966.09,966.09,"7,629.77"
23760,MICHIGAN,SCHOOLCRAFT,"1,058.59","1,042.71","1,005.66","7,629.77"
23770,MICHIGAN,SHIAWASSEE,966.56,966.56,966.56,"7,629.77"
23780,MICHIGAN,TUSCOLA,975.23,975.23,950.02,"7,629.77"
23790,MICHIGAN,VAN BUREN,"1,051.70","1,024.84",962.19,"7,629.77"
23800,MICHIGAN,WASHTENAW,981.04,967.96,937.44,"7,629.77"
23810,MICHIGAN,WAYNE,998.52,984.25,950.97,"7,629.77"
23830,MICHIGAN,WEXFORD,977.17,970.60,941.93,"7,629.77"
24000,MINNESOTA,AITKIN,"1,124.24","1,107.38","1,068.03","7,787.94"
24010,MINNESOTA,ANOKA,985.64,985.64,974.93,"7,787.94"
24020,MINNESOTA,BECKER,998.70,998.70,998.70,"7,787.94"
24030,MINNESOTA,BELTRAMI,976.95,976.95,976.95,"7,787.94"
24040,MINNESOTA,BENTON,"1,006.99",992.61,959.04,"7,787.94"
24050,MINNESOTA,BIG STONE,"1,276.10","1,256.96","1,212.30","7,787.94"
24060,MINNESOTA,BLUE EARTH,959.54,947.55,919.56,"7,787.94"
24070,MINNESOTA,BROWN,983.08,983.08,983.08,"7,787.94"
24080,MINNESOTA,CARLTON,"1,046.85","1,031.90",997.00,"7,787.94"
24090,MINNESOTA,CARVER,"1,021.24","1,021.24",975.81,"7,787.94"
24100,MINNESOTA,CASS,"1,000.82","1,000.82","1,000.82","7,787.94"
24110,MINNESOTA,CHIPPEWA,"1,216.52","1,198.27","1,155.69","7,787.94"
24120,MINNESOTA,CHISAGO,997.02,997.02,996.69,"7,787.94"
24130,MINNESOTA,CLAY,971.31,971.31,946.22,"7,787.94"
24140,MINNESOTA,CLEARWATER,"1,031.78","1,016.30",980.19,"7,787.94"
24150,MINNESOTA,COOK,"1,074.99","1,059.63","1,023.80","7,787.94"
24160,MINNESOTA,COTTONWOOD,"1,071.77","1,055.69","1,018.18","7,787.94"
24170,MINNESOTA,CROW WING,"1,005.96","1,005.96",990.20,"7,787.94"
24180,MINNESOTA,DAKOTA,"1,029.67","1,016.80",986.77,"7,787.94"
24190,MINNESOTA,DODGE,939.06,939.06,939.06,"7,787.94"
24200,MINNESOTA,DOUGLAS,"1,007.60","1,007.60",997.87,"7,787.94"
24210,MINNESOTA,FARIBAULT,"1,020.46","1,005.89",971.87,"7,787.94"
24220,MINNESOTA,FILLMORE,929.89,929.89,929.89,"7,787.94"
24230,MINNESOTA,FREEBORN,944.83,944.83,944.83,"7,787.94"
24240,MINNESOTA,GOODHUE,946.29,946.29,946.29,"7,787.94"
24250,MINNESOTA,GRANT,"1,139.36","1,122.27","1,082.39","7,787.94"
24260,MINNESOTA,HENNEPIN,969.23,969.23,966.02,"7,787.94"
24270,MINNESOTA,HOUSTON,943.20,931.41,903.90,"7,787.94"
24280,MINNESOTA,HUBBARD,973.82,973.82,968.75,"7,787.94"
24290,MINNESOTA,ISANTI,"1,065.04","1,037.85",974.40,"7,787.94"
24300,MINNESOTA,ITASCA,976.17,976.17,962.33,"7,787.94"
24310,MINNESOTA,JACKSON,979.71,979.71,976.58,"7,787.94"
24320,MINNESOTA,KANABEC,"1,019.24","1,019.24","1,019.24","7,787.94"
24330,MINNESOTA,KANDIYOHI,975.05,975.05,975.05,"7,787.94"
24340,MINNESOTA,KITTSON,"1,104.71","1,088.14","1,049.47","7,787.94"
24350,MINNESOTA,KOOCHICHING,"1,017.39","1,002.51",967.77,"7,787.94"
24360,MINNESOTA,LAC QUI PARLE,"1,239.67","1,221.07","1,177.69","7,787.94"
24370,MINNESOTA,LAKE,"1,026.55","1,022.98",988.39,"7,787.94"
24380,MINNESOTA,LAKE OF THE WOODS,"1,260.43","1,241.52","1,197.41","7,787.94"
24390,MINNESOTA,LE SUEUR,"1,004.80",990.94,958.60,"7,787.94"
24400,MINNESOTA,LINCOLN,"1,153.74","1,136.43","1,096.05","7,787.94"
24410,MINNESOTA,LYON,988.82,988.82,979.15,"7,787.94"
24420,MINNESOTA,MCLEOD,956.88,956.88,947.18,"7,787.94"
24430,MINNESOTA,MAHNOMEN,"1,071.59","1,055.52","1,018.01","7,787.94"
24440,MINNESOTA,MARSHALL,"1,211.06","1,192.89","1,150.51","7,787.94"
24450,MINNESOTA,MARTIN,963.30,963.30,963.30,"7,787.94"
24460,MINNESOTA,MEEKER,"1,004.66","1,004.66","1,004.66","7,787.94"
24470,MINNESOTA,MILLE LACS,964.13,964.13,954.66,"7,787.94"
24480,MINNESOTA,MORRISON,"1,012.84","1,012.84","1,008.81","7,787.94"
24490,MINNESOTA,MOWER,939.24,939.24,939.24,"7,787.94"
24500,MINNESOTA,MURRAY,"1,256.09","1,237.25","1,193.29","7,787.94"
24510,MINNESOTA,NICOLLET,967.79,967.79,955.13,"7,787.94"
24520,MINNESOTA,NOBLES,972.91,972.91,972.91,"7,787.94"
24530,MINNESOTA,NORMAN,"1,046.19","1,030.50",993.88,"7,787.94"
24540,MINNESOTA,OLMSTED,876.09,876.09,876.09,"7,787.94"
24550,MINNESOTA,OTTER TAIL,"1,007.94","1,007.94",990.63,"7,787.94"
24560,MINNESOTA,PENNINGTON,974.34,974.34,974.34,"7,787.94"
24570,MINNESOTA,PINE,"1,065.64","1,049.66","1,012.36","7,787.94"
24580,MINNESOTA,PIPESTONE,"1,018.73","1,003.45",967.79,"7,787.94"
24590,MINNESOTA,POLK,996.38,996.38,985.87,"7,787.94"
24600,MINNESOTA,POPE,"1,180.19","1,162.49","1,121.18","7,787.94"
24610,MINNESOTA,RAMSEY,"1,042.15","1,017.14",958.78,"7,787.94"
24620,MINNESOTA,RED LAKE,"1,026.42","1,011.40",976.36,"7,787.94"
24630,MINNESOTA,REDWOOD,"1,104.57","1,088.00","1,049.34","7,787.94"
24640,MINNESOTA,RENVILLE,"1,141.23","1,124.11","1,084.17","7,787.94"
24650,MINNESOTA,RICE,961.74,961.74,948.98,"7,787.94"
24660,MINNESOTA,ROCK,993.38,978.84,944.92,"7,787.94"
24670,MINNESOTA,ROSEAU,"1,060.02","1,044.12","1,007.02","7,787.94"
24680,MINNESOTA,ST. LOUIS,"1,031.53","1,018.22",987.17,"7,787.94"
24690,MINNESOTA,SCOTT,"1,047.61","1,020.86",958.45,"7,787.94"
24700,MINNESOTA,SHERBURNE,"1,044.95","1,016.45",949.95,"7,787.94"
24710,MINNESOTA,SIBLEY,"1,054.85","1,039.03","1,002.11","7,787.94"
24720,MINNESOTA,STEARNS,976.35,976.35,949.94,"7,787.94"
24730,MINNESOTA,STEELE,948.67,948.67,941.16,"7,787.94"
24740,MINNESOTA,STEVENS,"1,327.81","1,307.89","1,261.42","7,787.94"
24750,MINNESOTA,SWIFT,"1,158.40","1,141.02","1,100.48","7,787.94"
24760,MINNESOTA,TODD,"1,174.44","1,156.82","1,115.72","7,787.94"
24770,MINNESOTA,TRAVERSE,"1,120.48","1,103.67","1,064.46","7,787.94"
24780,MINNESOTA,WABASHA,998.10,998.10,983.76,"7,787.94"
24790,MINNESOTA,WADENA,"1,133.26","1,116.26","1,076.60","7,787.94"
24800,MINNESOTA,WASECA,957.89,957.89,950.98,"7,787.94"
24810,MINNESOTA,WASHINGTON,"1,041.96","1,028.94",998.54,"7,787.94"
24820,MINNESOTA,WATONWAN,"1,024.41","1,009.04",973.19,"7,787.94"
24830,MINNESOTA,WILKIN,947.64,947.64,946.31,"7,787.94"
24840,MINNESOTA,WINONA,954.35,954.35,954.35,"7,787.94"
24850,MINNESOTA,WRIGHT,"1,053.18","1,025.40",960.59,"7,787.94"
24860,MINNESOTA,YELLOW MEDICINE,"1,179.36","1,161.67","1,120.39","7,787.94"
25000,MISSISSIPPI,ADAMS,"1,062.63","1,047.45","1,012.03","7,022.85"
25010,MISSISSIPPI,ALCORN,897.45,897.45,897.45,"7,022.85"
25020,MISSISSIPPI,AMITE,"1,030.75","1,016.03",981.67,"7,022.85"
25030,MISSISSIPPI,ATTALA,"1,062.22","1,047.05","1,011.64","7,022.85"
25040,MISSISSIPPI,BENTON,"1,028.53","1,014.82",982.82,"7,022.85"
25050,MISSISSIPPI,BOLIVAR,"1,098.09","1,081.62","1,043.19","7,022.85"
25060,MISSISSIPPI,CALHOUN,993.36,993.36,983.83,"7,022.85"
25070,MISSISSIPPI,CARROLL,"1,033.02","1,017.52",981.37,"7,022.85"
25080,MISSISSIPPI,CHICKASAW,"1,023.31","1,009.67",977.83,"7,022.85"
25090,MISSISSIPPI,CHOCTAW,"1,160.72","1,143.31","1,102.68","7,022.85"
25100,MISSISSIPPI,CLAIBORNE,"1,183.63","1,165.88","1,124.45","7,022.85"
25110,MISSISSIPPI,CLARKE,"1,121.51","1,104.69","1,065.43","7,022.85"
25120,MISSISSIPPI,CLAY,"1,033.11","1,033.11","1,001.13","7,022.85"
25130,MISSISSIPPI,COAHOMA,997.47,983.71,951.61,"7,022.85"
25140,MISSISSIPPI,COPIAH,994.04,979.83,946.70,"7,022.85"
25150,MISSISSIPPI,COVINGTON,"1,042.32","1,026.69",990.20,"7,022.85"
25160,MISSISSIPPI,DESOTO,994.14,980.88,949.96,"7,022.85"
25170,MISSISSIPPI,FORREST,"1,040.12","1,025.26",990.59,"7,022.85"
25180,MISSISSIPPI,FRANKLIN,"1,180.96","1,163.25","1,121.91","7,022.85"
25190,MISSISSIPPI,GEORGE,"1,038.60","1,023.40",987.94,"7,022.85"
25200,MISSISSIPPI,GREENE,"1,114.53","1,097.81","1,058.80","7,022.85"
25210,MISSISSIPPI,GRENADA,"1,037.08","1,021.52",985.23,"7,022.85"
25220,MISSISSIPPI,HANCOCK,"1,058.42","1,043.30","1,008.02","7,022.85"
25230,MISSISSIPPI,HARRISON,"1,031.43","1,016.69",982.31,"7,022.85"
25240,MISSISSIPPI,HINDS,"1,034.65","1,019.87",985.38,"7,022.85"
25250,MISSISSIPPI,HOLMES,"1,051.62","1,035.85",999.04,"7,022.85"
25260,MISSISSIPPI,HUMPHREYS,"1,004.26",990.87,959.63,"7,022.85"
25270,MISSISSIPPI,ISSAQUENA,"1,065.29","1,049.31","1,012.03","7,022.85"
25280,MISSISSIPPI,ITAWAMBA,957.44,957.44,957.44,"7,022.85"
25290,MISSISSIPPI,JACKSON,997.05,983.30,951.21,"7,022.85"
25300,MISSISSIPPI,JASPER,960.38,960.38,960.38,"7,022.85"
25310,MISSISSIPPI,JEFFERSON,"1,096.58","1,080.13","1,041.75","7,022.85"
25320,MISSISSIPPI,JEFFERSON DAVIS,"1,046.15","1,030.46",993.84,"7,022.85"
25330,MISSISSIPPI,JONES,979.75,979.75,979.75,"7,022.85"
25340,MISSISSIPPI,KEMPER,"1,148.71","1,131.48","1,091.27","7,022.85"
25350,MISSISSIPPI,LAFAYETTE,980.61,980.61,980.61,"7,022.85"
25360,MISSISSIPPI,LAMAR,"1,049.08","1,034.09",999.12,"7,022.85"
25370,MISSISSIPPI,LAUDERDALE,"1,047.53","1,032.57",997.65,"7,022.85"
25380,MISSISSIPPI,LAWRENCE,"1,033.59","1,018.09",981.91,"7,022.85"
25390,MISSISSIPPI,LEAKE,"1,127.78","1,110.86","1,071.39","7,022.85"
25400,MISSISSIPPI,LEE,978.14,978.14,978.14,"7,022.85"
25410,MISSISSIPPI,LEFLORE,"1,014.94","1,001.41",969.83,"7,022.85"
25420,MISSISSIPPI,LINCOLN,979.53,979.53,979.53,"7,022.85"
25430,MISSISSIPPI,LOWNDES,980.35,980.35,980.35,"7,022.85"
25440,MISSISSIPPI,MADISON,976.83,962.87,930.31,"7,022.85"
25450,MISSISSIPPI,MARION,"1,039.03","1,023.44",987.08,"7,022.85"
25460,MISSISSIPPI,MARSHALL,"1,023.31","1,009.67",977.83,"7,022.85"
25470,MISSISSIPPI,MONROE,"1,048.13","1,039.03","1,003.89","7,022.85"
25480,MISSISSIPPI,MONTGOMERY,"1,113.68","1,096.97","1,058.00","7,022.85"
25490,MISSISSIPPI,NESHOBA,"1,128.89","1,111.96","1,072.45","7,022.85"
25500,MISSISSIPPI,NEWTON,"1,140.10","1,123.00","1,083.10","7,022.85"
25510,MISSISSIPPI,NOXUBEE,"1,038.10","1,022.53",986.19,"7,022.85"
25520,MISSISSIPPI,OKTIBBEHA,979.52,979.52,979.52,"7,022.85"
25530,MISSISSIPPI,PANOLA,983.29,983.29,960.39,"7,022.85"
25540,MISSISSIPPI,PEARL RIVER,"1,039.95","1,025.10",990.43,"7,022.85"
25550,MISSISSIPPI,PERRY,"1,212.81","1,194.62","1,152.17","7,022.85"
25560,MISSISSIPPI,PIKE,"1,057.20","1,043.10","1,010.21","7,022.85"
25570,MISSISSIPPI,PONTOTOC,978.85,978.85,978.85,"7,022.85"
25580,MISSISSIPPI,PRENTISS,972.18,972.18,942.78,"7,022.85"
25590,MISSISSIPPI,QUITMAN,"1,036.10","1,022.29",990.05,"7,022.85"
25600,MISSISSIPPI,RANKIN,"1,046.56","1,031.61",996.72,"7,022.85"
25610,MISSISSIPPI,SCOTT,"1,105.90","1,089.31","1,050.61","7,022.85"
25620,MISSISSIPPI,SHARKEY,"1,053.67","1,037.86","1,000.99","7,022.85"
25630,MISSISSIPPI,SIMPSON,"1,061.27","1,045.35","1,008.21","7,022.85"
25640,MISSISSIPPI,SMITH,"1,027.29","1,027.29",999.35,"7,022.85"
25650,MISSISSIPPI,STONE,"1,149.54","1,132.30","1,092.06","7,022.85"
25660,MISSISSIPPI,SUNFLOWER,"1,114.71","1,097.99","1,058.97","7,022.85"
25670,MISSISSIPPI,TALLAHATCHIE,"1,115.43","1,098.70","1,059.66","7,022.85"
25680,MISSISSIPPI,TATE,981.25,967.72,936.14,"7,022.85"
25690,MISSISSIPPI,TIPPAH,942.05,942.05,942.05,"7,022.85"
25700,MISSISSIPPI,TISHOMINGO,"1,003.97","1,003.97","1,001.64","7,022.85"
25710,MISSISSIPPI,TUNICA,"1,020.43","1,005.12",969.41,"7,022.85"
25720,MISSISSIPPI,UNION,962.62,962.62,962.62,"7,022.85"
25730,MISSISSIPPI,WALTHALL,"1,067.79","1,051.77","1,014.40","7,022.85"
25740,MISSISSIPPI,WARREN,"1,070.55","1,054.49","1,017.02","7,022.85"
25750,MISSISSIPPI,WASHINGTON,"1,006.80",992.42,958.86,"7,022.85"
25760,MISSISSIPPI,WAYNE,"1,037.65","1,037.65","1,015.90","7,022.85"
25770,MISSISSIPPI,WEBSTER,"1,075.86","1,060.49","1,024.63","7,022.85"
25780,MISSISSIPPI,WILKINSON,"1,032.74","1,017.25",981.10,"7,022.85"
25790,MISSISSIPPI,WINSTON,994.77,994.77,994.77,"7,022.85"
25800,MISSISSIPPI,YALOBUSHA,"1,020.31","1,020.31",997.68,"7,022.85"
25810,MISSISSIPPI,YAZOO,"1,045.38","1,029.70",993.11,"7,022.85"
26000,MISSOURI,ADAIR,"1,016.67","1,003.12",971.49,"7,326.41"
26010,MISSOURI,ANDREW,"1,035.68","1,020.14",983.90,"7,326.41"
26020,MISSOURI,ATCHISON,"1,160.06","1,142.66","1,102.06","7,326.41"
26030,MISSOURI,AUDRAIN,"1,025.49","1,011.82",979.92,"7,326.41"
26040,MISSOURI,BARRY,980.24,980.24,967.97,"7,326.41"
26050,MISSOURI,BARTON,"1,020.52","1,005.94",971.92,"7,326.41"
26060,MISSOURI,BATES,"1,048.53","1,048.53","1,048.53","7,326.41"
26070,MISSOURI,BENTON,965.37,965.37,965.37,"7,326.41"
