Medicare Advantage Monthly Capitation Rates for 2021 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $5.25.",,,,
Code,State,County Name,Parts A&B 2021 Rate,Parts A&B ESRD 2021 Rate
40060,PUERTO RICO,ANASCO,755.86,"5,316.79"
40070,PUERTO RICO,ARECIBO,737.88,"5,316.79"
40080,PUERTO RICO,ARROYO,699.47,"5,316.79"
40090,PUERTO RICO,BARCELONETA,777.29,"5,316.79"
40100,PUERTO RICO,BARRANQUITAS,697.21,"5,316.79"
40110,PUERTO RICO,BAYAMON,860.86,"5,316.79"
40120,PUERTO RICO,CABO ROJO,641.38,"5,316.79"
40130,PUERTO RICO,CAGUAS,870.19,"5,316.79"
40140,PUERTO RICO,CAMUY,830.67,"5,316.79"
40145,PUERTO RICO,CANOVANAS,848.41,"5,316.79"
40150,PUERTO RICO,CAROLINA,878.47,"5,316.79"
40160,PUERTO RICO,CATANO,864.45,"5,316.79"
40170,PUERTO RICO,CAYEY,714.45,"5,316.79"
40180,PUERTO RICO,CEIBA,967.16,"5,316.79"
40190,PUERTO RICO,CIALES,985.88,"5,316.79"
40200,PUERTO RICO,CIDRA,753.96,"5,316.79"
40210,PUERTO RICO,COAMO,800.62,"5,316.79"
40220,PUERTO RICO,COMERIO,895.83,"5,316.79"
40230,PUERTO RICO,COROZAL,872.11,"5,316.79"
40240,PUERTO RICO,CULEBRA,617.35,"5,316.79"
40250,PUERTO RICO,DORADO,838.51,"5,316.79"
40260,PUERTO RICO,FAJARDO,938.47,"5,316.79"
40265,PUERTO RICO,FLORIDA,859.55,"5,316.79"
40270,PUERTO RICO,GUANICA,759.52,"5,316.79"
40280,PUERTO RICO,GUAYAMA,752.94,"5,316.79"
40290,PUERTO RICO,GUAYANILLA,856.13,"5,316.79"
40300,PUERTO RICO,GUAYNABO,891.32,"5,316.79"
40310,PUERTO RICO,GURABO,867.82,"5,316.79"
40320,PUERTO RICO,HATILLO,717.81,"5,316.79"
40330,PUERTO RICO,HORMIGUEROS,717.91,"5,316.79"
40340,PUERTO RICO,HUMACAO,706.46,"5,316.79"
40350,PUERTO RICO,ISABELA,733.99,"5,316.79"
40360,PUERTO RICO,JAYUYA,871.69,"5,316.79"
40370,PUERTO RICO,JUANA DIAZ,903.57,"5,316.79"
40380,PUERTO RICO,JUNCOS,752.68,"5,316.79"
40390,PUERTO RICO,LAJAS,658.13,"5,316.79"
40400,PUERTO RICO,LARES,807.00,"5,316.79"
40410,PUERTO RICO,LAS MARIAS,653.93,"5,316.79"
40420,PUERTO RICO,LAS PIEDRAS,717.81,"5,316.79"
40430,PUERTO RICO,LOIZA,724.52,"5,316.79"
40440,PUERTO RICO,LUQUILLO,837.59,"5,316.79"
40450,PUERTO RICO,MANATI,845.75,"5,316.79"
40460,PUERTO RICO,MARICAO,634.36,"5,316.79"
40470,PUERTO RICO,MAUNABO,643.79,"5,316.79"
40480,PUERTO RICO,MAYAGUEZ,710.56,"5,316.79"
40490,PUERTO RICO,MOCA,694.91,"5,316.79"
40500,PUERTO RICO,MOROVIS,812.70,"5,316.79"
40510,PUERTO RICO,NAGUABO,675.53,"5,316.79"
40520,PUERTO RICO,NARANJITO,799.13,"5,316.79"
40530,PUERTO RICO,OROCOVIS,740.99,"5,316.79"
40540,PUERTO RICO,PATILLAS,754.55,"5,316.79"
40550,PUERTO RICO,PENUELAS,929.16,"5,316.79"
40560,PUERTO RICO,PONCE,876.97,"5,316.79"
40570,PUERTO RICO,QUEBRADILLAS,709.92,"5,316.79"
40580,PUERTO RICO,RINCON,798.53,"5,316.79"
40590,PUERTO RICO,RIO GRANDE,891.13,"5,316.79"
40610,PUERTO RICO,SABANA GRANDE,688.28,"5,316.79"
40620,PUERTO RICO,SALINAS,798.58,"5,316.79"
40630,PUERTO RICO,SAN GERMAN,723.73,"5,316.79"
40640,PUERTO RICO,SAN JUAN,895.73,"5,316.79"
40650,PUERTO RICO,SAN LORENZO,824.63,"5,316.79"
40660,PUERTO RICO,SAN SEBASTIAN,826.29,"5,316.79"
40670,PUERTO RICO,SANTA ISABEL,985.88,"5,316.79"
40680,PUERTO RICO,TOA ALTA,833.37,"5,316.79"
40690,PUERTO RICO,TOA BAJA,871.06,"5,316.79"
40700,PUERTO RICO,TRUJILLO ALTO,829.25,"5,316.79"
40710,PUERTO RICO,UTUADO,743.43,"5,316.79"
40720,PUERTO RICO,VEGA ALTA,799.18,"5,316.79"
40730,PUERTO RICO,VEGA BAJA,842.58,"5,316.79"
40740,PUERTO RICO,VIEQUES,900.45,"5,316.79"
40750,PUERTO RICO,VILLALBA,898.72,"5,316.79"
40760,PUERTO RICO,YABUCOA,672.52,"5,316.79"
40770,PUERTO RICO,YAUCO,799.35,"5,316.79"
41000,RHODE ISLAND,BRISTOL,"1,089.65","8,280.78"
41010,RHODE ISLAND,KENT,"1,089.65","8,280.78"
41020,RHODE ISLAND,NEWPORT,"1,089.65","8,280.78"
41030,RHODE ISLAND,PROVIDENCE,"1,089.65","8,280.78"
41050,RHODE ISLAND,WASHINGTON,"1,089.65","8,280.78"
42000,SOUTH CAROLINA,ABBEVILLE,"1,051.82","7,854.52"
42010,SOUTH CAROLINA,AIKEN,"1,089.65","7,854.52"
42020,SOUTH CAROLINA,ALLENDALE,985.93,"7,854.52"
42030,SOUTH CAROLINA,ANDERSON,"1,089.65","7,854.52"
42040,SOUTH CAROLINA,BAMBERG,985.93,"7,854.52"
42050,SOUTH CAROLINA,BARNWELL,"1,066.88","7,854.52"
42060,SOUTH CAROLINA,BEAUFORT,"1,108.56","7,854.52"
42070,SOUTH CAROLINA,BERKELEY,"1,089.65","7,854.52"
42080,SOUTH CAROLINA,CALHOUN,"1,089.65","7,854.52"
42090,SOUTH CAROLINA,CHARLESTON,"1,089.65","7,854.52"
42100,SOUTH CAROLINA,CHEROKEE,"1,089.65","7,854.52"
42110,SOUTH CAROLINA,CHESTER,985.93,"7,854.52"
42120,SOUTH CAROLINA,CHESTERFIELD,985.93,"7,854.52"
42130,SOUTH CAROLINA,CLARENDON,985.93,"7,854.52"
42140,SOUTH CAROLINA,COLLETON,"1,206.00","7,854.52"
42150,SOUTH CAROLINA,DARLINGTON,"1,056.83","7,854.52"
42160,SOUTH CAROLINA,DILLON,"1,082.58","7,854.52"
42170,SOUTH CAROLINA,DORCHESTER,"1,089.65","7,854.52"
42180,SOUTH CAROLINA,EDGEFIELD,"1,089.65","7,854.52"
42190,SOUTH CAROLINA,FAIRFIELD,"1,089.65","7,854.52"
42200,SOUTH CAROLINA,FLORENCE,"1,055.20","7,854.52"
42210,SOUTH CAROLINA,GEORGETOWN,"1,062.70","7,854.52"
42220,SOUTH CAROLINA,GREENVILLE,"1,089.65","7,854.52"
42230,SOUTH CAROLINA,GREENWOOD,"1,005.63","7,854.52"
42240,SOUTH CAROLINA,HAMPTON,"1,088.19","7,854.52"
42250,SOUTH CAROLINA,HORRY,985.93,"7,854.52"
42260,SOUTH CAROLINA,JASPER,"1,131.08","7,854.52"
42270,SOUTH CAROLINA,KERSHAW,"1,089.65","7,854.52"
42280,SOUTH CAROLINA,LANCASTER,973.24,"7,854.52"
42290,SOUTH CAROLINA,LAURENS,"1,089.65","7,854.52"
42300,SOUTH CAROLINA,LEE,"1,057.22","7,854.52"
42310,SOUTH CAROLINA,LEXINGTON,"1,089.65","7,854.52"
42320,SOUTH CAROLINA,MCCORMICK,"1,009.58","7,854.52"
42330,SOUTH CAROLINA,MARION,"1,151.47","7,854.52"
42340,SOUTH CAROLINA,MARLBORO,985.93,"7,854.52"
42350,SOUTH CAROLINA,NEWBERRY,985.93,"7,854.52"
42360,SOUTH CAROLINA,OCONEE,985.93,"7,854.52"
42370,SOUTH CAROLINA,ORANGEBURG,985.93,"7,854.52"
42380,SOUTH CAROLINA,PICKENS,"1,089.65","7,854.52"
42390,SOUTH CAROLINA,RICHLAND,"1,089.65","7,854.52"
42400,SOUTH CAROLINA,SALUDA,"1,089.65","7,854.52"
42410,SOUTH CAROLINA,SPARTANBURG,"1,089.65","7,854.52"
42420,SOUTH CAROLINA,SUMTER,985.93,"7,854.52"
42430,SOUTH CAROLINA,UNION,985.93,"7,854.52"
42440,SOUTH CAROLINA,WILLIAMSBURG,985.93,"7,854.52"
42450,SOUTH CAROLINA,YORK,"1,089.65","7,854.52"
43010,SOUTH DAKOTA,AURORA,985.93,"7,433.04"
43020,SOUTH DAKOTA,BEADLE,985.93,"7,433.04"
43030,SOUTH DAKOTA,BENNETT,"1,235.28","7,433.04"
43040,SOUTH DAKOTA,BON HOMME,"1,155.10","7,433.04"
43050,SOUTH DAKOTA,BROOKINGS,985.93,"7,433.04"
43060,SOUTH DAKOTA,BROWN,960.97,"7,433.04"
43070,SOUTH DAKOTA,BRULE,"1,011.31","7,433.04"
43080,SOUTH DAKOTA,BUFFALO,"1,053.38","7,433.04"
43090,SOUTH DAKOTA,BUTTE,985.93,"7,433.04"
43100,SOUTH DAKOTA,CAMPBELL,991.51,"7,433.04"
43110,SOUTH DAKOTA,CHARLES MIX,"1,160.33","7,433.04"
43120,SOUTH DAKOTA,CLARK,985.93,"7,433.04"
43130,SOUTH DAKOTA,CLAY,996.04,"7,433.04"
43140,SOUTH DAKOTA,CODINGTON,985.93,"7,433.04"
43150,SOUTH DAKOTA,CORSON,"1,108.00","7,433.04"
43160,SOUTH DAKOTA,CUSTER,"1,069.95","7,433.04"
43170,SOUTH DAKOTA,DAVISON,985.93,"7,433.04"
43180,SOUTH DAKOTA,DAY,"1,106.83","7,433.04"
43190,SOUTH DAKOTA,DEUEL,"1,134.46","7,433.04"
43200,SOUTH DAKOTA,DEWEY,"1,100.63","7,433.04"
43210,SOUTH DAKOTA,DOUGLAS,"1,103.21","7,433.04"
43220,SOUTH DAKOTA,EDMUNDS,"1,056.77","7,433.04"
43230,SOUTH DAKOTA,FALL RIVER,"1,180.40","7,433.04"
43240,SOUTH DAKOTA,FAULK,"1,333.78","7,433.04"
43250,SOUTH DAKOTA,GRANT,"1,077.03","7,433.04"
43260,SOUTH DAKOTA,GREGORY,"1,212.14","7,433.04"
43270,SOUTH DAKOTA,HAAKON,"1,191.69","7,433.04"
43280,SOUTH DAKOTA,HAMLIN,985.93,"7,433.04"
43290,SOUTH DAKOTA,HAND,"1,031.84","7,433.04"
43300,SOUTH DAKOTA,HANSON,"1,036.65","7,433.04"
43310,SOUTH DAKOTA,HARDING,"1,135.33","7,433.04"
43320,SOUTH DAKOTA,HUGHES,985.93,"7,433.04"
43330,SOUTH DAKOTA,HUTCHINSON,"1,011.27","7,433.04"
43340,SOUTH DAKOTA,HYDE,"1,029.29","7,433.04"
43350,SOUTH DAKOTA,JACKSON,"1,067.64","7,433.04"
43360,SOUTH DAKOTA,JERAULD,"1,139.53","7,433.04"
43370,SOUTH DAKOTA,JONES,"1,051.62","7,433.04"
43380,SOUTH DAKOTA,KINGSBURY,"1,081.03","7,433.04"
43390,SOUTH DAKOTA,LAKE,"1,092.84","7,433.04"
43400,SOUTH DAKOTA,LAWRENCE,985.93,"7,433.04"
43410,SOUTH DAKOTA,LINCOLN,"1,044.79","7,433.04"
43420,SOUTH DAKOTA,LYMAN,985.93,"7,433.04"
43430,SOUTH DAKOTA,MCCOOK,985.93,"7,433.04"
43440,SOUTH DAKOTA,MCPHERSON,985.93,"7,433.04"
43450,SOUTH DAKOTA,MARSHALL,"1,125.18","7,433.04"
43460,SOUTH DAKOTA,MEADE,"1,017.26","7,433.04"
43470,SOUTH DAKOTA,MELLETTE,"1,028.45","7,433.04"
43480,SOUTH DAKOTA,MINER,"1,011.81","7,433.04"
43490,SOUTH DAKOTA,MINNEHAHA,985.93,"7,433.04"
43500,SOUTH DAKOTA,MOODY,"1,116.87","7,433.04"
43510,SOUTH DAKOTA,PENNINGTON,985.93,"7,433.04"
43520,SOUTH DAKOTA,PERKINS,"1,071.86","7,433.04"
43530,SOUTH DAKOTA,POTTER,"1,235.96","7,433.04"
43540,SOUTH DAKOTA,ROBERTS,985.93,"7,433.04"
43550,SOUTH DAKOTA,SANBORN,985.93,"7,433.04"
43560,SOUTH DAKOTA,SHANNON (OGLALA LAKOTA),"1,273.32","7,433.04"
43570,SOUTH DAKOTA,SPINK,"1,199.22","7,433.04"
43580,SOUTH DAKOTA,STANLEY,"1,149.12","7,433.04"
43590,SOUTH DAKOTA,SULLY,"1,030.90","7,433.04"
43600,SOUTH DAKOTA,TODD,"1,188.58","7,433.04"
43610,SOUTH DAKOTA,TRIPP,"1,100.79","7,433.04"
43620,SOUTH DAKOTA,TURNER,"1,066.23","7,433.04"
43630,SOUTH DAKOTA,UNION,985.93,"7,433.04"
43640,SOUTH DAKOTA,WALWORTH,"1,048.71","7,433.04"
43670,SOUTH DAKOTA,YANKTON,985.93,"7,433.04"
43680,SOUTH DAKOTA,ZIEBACH,"1,212.91","7,433.04"
44000,TENNESSEE,ANDERSON,"1,089.65","7,432.09"
44010,TENNESSEE,BEDFORD,985.93,"7,432.09"
44020,TENNESSEE,BENTON,985.06,"7,432.09"
44030,TENNESSEE,BLEDSOE,"1,183.55","7,432.09"
44040,TENNESSEE,BLOUNT,"1,089.65","7,432.09"
44050,TENNESSEE,BRADLEY,992.30,"7,432.09"
44060,TENNESSEE,CAMPBELL,985.93,"7,432.09"
44070,TENNESSEE,CANNON,"1,416.86","7,432.09"
44080,TENNESSEE,CARROLL,954.84,"7,432.09"
44090,TENNESSEE,CARTER,"1,089.65","7,432.09"
44100,TENNESSEE,CHEATHAM,"1,089.65","7,432.09"
44110,TENNESSEE,CHESTER,985.93,"7,432.09"
44120,TENNESSEE,CLAIBORNE,985.93,"7,432.09"
44130,TENNESSEE,CLAY,"1,250.46","7,432.09"
44140,TENNESSEE,COCKE,985.93,"7,432.09"
44150,TENNESSEE,COFFEE,"1,053.40","7,432.09"
44160,TENNESSEE,CROCKETT,985.93,"7,432.09"
44170,TENNESSEE,CUMBERLAND,985.93,"7,432.09"
44180,TENNESSEE,DAVIDSON,"1,089.65","7,432.09"
44190,TENNESSEE,DECATUR,"1,236.28","7,432.09"
44200,TENNESSEE,DEKALB,"1,172.49","7,432.09"
44210,TENNESSEE,DICKSON,"1,089.65","7,432.09"
44220,TENNESSEE,DYER,"1,041.49","7,432.09"
44230,TENNESSEE,FAYETTE,"1,089.65","7,432.09"
44240,TENNESSEE,FENTRESS,"1,305.44","7,432.09"
44250,TENNESSEE,FRANKLIN,"1,036.44","7,432.09"
44260,TENNESSEE,GIBSON,985.93,"7,432.09"
44270,TENNESSEE,GILES,"1,080.10","7,432.09"
44280,TENNESSEE,GRAINGER,985.93,"7,432.09"
44290,TENNESSEE,GREENE,985.93,"7,432.09"
44300,TENNESSEE,GRUNDY,"1,157.21","7,432.09"
44310,TENNESSEE,HAMBLEN,985.93,"7,432.09"
44320,TENNESSEE,HAMILTON,"1,089.65","7,432.09"
44330,TENNESSEE,HANCOCK,"1,335.51","7,432.09"
44340,TENNESSEE,HARDEMAN,985.93,"7,432.09"
44350,TENNESSEE,HARDIN,985.93,"7,432.09"
44360,TENNESSEE,HAWKINS,"1,089.65","7,432.09"
44370,TENNESSEE,HAYWOOD,"1,074.90","7,432.09"
44380,TENNESSEE,HENDERSON,994.60,"7,432.09"
44390,TENNESSEE,HENRY,985.93,"7,432.09"
44400,TENNESSEE,HICKMAN,"1,089.65","7,432.09"
44410,TENNESSEE,HOUSTON,"1,133.47","7,432.09"
44420,TENNESSEE,HUMPHREYS,"1,097.10","7,432.09"
44430,TENNESSEE,JACKSON,"1,109.26","7,432.09"
44440,TENNESSEE,JEFFERSON,985.93,"7,432.09"
44450,TENNESSEE,JOHNSON,985.93,"7,432.09"
44460,TENNESSEE,KNOX,"1,089.65","7,432.09"
44470,TENNESSEE,LAKE,"1,110.03","7,432.09"
44480,TENNESSEE,LAUDERDALE,"1,060.34","7,432.09"
44490,TENNESSEE,LAWRENCE,"1,030.84","7,432.09"
44500,TENNESSEE,LEWIS,"1,265.93","7,432.09"
44510,TENNESSEE,LINCOLN,985.93,"7,432.09"
44520,TENNESSEE,LOUDON,"1,089.65","7,432.09"
44530,TENNESSEE,MCMINN,985.93,"7,432.09"
44540,TENNESSEE,MCNAIRY,985.93,"7,432.09"
44550,TENNESSEE,MACON,"1,090.45","7,432.09"
44560,TENNESSEE,MADISON,985.93,"7,432.09"
44570,TENNESSEE,MARION,"1,243.87","7,432.09"
44580,TENNESSEE,MARSHALL,"1,100.25","7,432.09"
44590,TENNESSEE,MAURY,"1,158.96","7,432.09"
44600,TENNESSEE,MEIGS,985.93,"7,432.09"
44610,TENNESSEE,MONROE,985.93,"7,432.09"
44620,TENNESSEE,MONTGOMERY,985.93,"7,432.09"
44630,TENNESSEE,MOORE,"1,040.64","7,432.09"
44640,TENNESSEE,MORGAN,"1,045.55","7,432.09"
44650,TENNESSEE,OBION,994.53,"7,432.09"
44660,TENNESSEE,OVERTON,"1,096.59","7,432.09"
44670,TENNESSEE,PERRY,"1,213.67","7,432.09"
44680,TENNESSEE,PICKETT,"1,273.95","7,432.09"
44690,TENNESSEE,POLK,"1,213.82","7,432.09"
44700,TENNESSEE,PUTNAM,985.93,"7,432.09"
44710,TENNESSEE,RHEA,985.93,"7,432.09"
44720,TENNESSEE,ROANE,985.93,"7,432.09"
44730,TENNESSEE,ROBERTSON,"1,089.65","7,432.09"
44740,TENNESSEE,RUTHERFORD,"1,089.65","7,432.09"
44750,TENNESSEE,SCOTT,"1,071.73","7,432.09"
44760,TENNESSEE,SEQUATCHIE,"1,089.65","7,432.09"
44770,TENNESSEE,SEVIER,"1,089.65","7,432.09"
44780,TENNESSEE,SHELBY,"1,089.65","7,432.09"
44790,TENNESSEE,SMITH,"1,152.17","7,432.09"
44800,TENNESSEE,STEWART,"1,024.68","7,432.09"
44810,TENNESSEE,SULLIVAN,"1,089.65","7,432.09"
44820,TENNESSEE,SUMNER,"1,089.65","7,432.09"
44830,TENNESSEE,TIPTON,"1,089.65","7,432.09"
44840,TENNESSEE,TROUSDALE,"1,165.02","7,432.09"
44850,TENNESSEE,UNICOI,"1,089.65","7,432.09"
44860,TENNESSEE,UNION,"1,089.65","7,432.09"
44870,TENNESSEE,VAN BUREN,"1,063.50","7,432.09"
44880,TENNESSEE,WARREN,"1,169.33","7,432.09"
44890,TENNESSEE,WASHINGTON,"1,089.65","7,432.09"
44900,TENNESSEE,WAYNE,"1,032.76","7,432.09"
44910,TENNESSEE,WEAKLEY,"1,081.90","7,432.09"
44920,TENNESSEE,WHITE,"1,037.19","7,432.09"
44930,TENNESSEE,WILLIAMSON,"1,089.65","7,432.09"
44940,TENNESSEE,WILSON,"1,240.37","7,432.09"
45000,TEXAS,ANDERSON,"1,242.74","8,100.51"
45010,TEXAS,ANDREWS,"1,147.65","8,100.51"
45020,TEXAS,ANGELINA,"1,103.41","8,100.51"
45030,TEXAS,ARANSAS,"1,325.77","8,100.51"
45040,TEXAS,ARCHER,"1,169.21","8,100.51"
45050,TEXAS,ARMSTRONG,"1,009.78","8,100.51"
45060,TEXAS,ATASCOSA,"1,324.64","8,100.51"
45070,TEXAS,AUSTIN,"1,089.65","8,100.51"
45080,TEXAS,BAILEY,"1,229.58","8,100.51"
45090,TEXAS,BANDERA,"1,089.65","8,100.51"
45100,TEXAS,BASTROP,"1,209.82","8,100.51"
45110,TEXAS,BAYLOR,"1,251.57","8,100.51"
45113,TEXAS,BEE,"1,278.04","8,100.51"
45120,TEXAS,BELL,"1,251.30","8,100.51"
45130,TEXAS,BEXAR,"1,309.44","8,100.51"
45140,TEXAS,BLANCO,"1,015.87","8,100.51"
45150,TEXAS,BORDEN,"1,171.96","8,100.51"
45160,TEXAS,BOSQUE,"1,203.75","8,100.51"
45170,TEXAS,BOWIE,"1,216.00","8,100.51"
45180,TEXAS,BRAZORIA,"1,222.45","8,100.51"
45190,TEXAS,BRAZOS,"1,063.46","8,100.51"
45200,TEXAS,BREWSTER,"1,146.95","8,100.51"
45201,TEXAS,BRISCOE,"1,198.30","8,100.51"
45210,TEXAS,BROOKS,"1,337.12","8,100.51"
45220,TEXAS,BROWN,"1,160.05","8,100.51"
45221,TEXAS,BURLESON,"1,175.32","8,100.51"
45222,TEXAS,BURNET,"1,080.75","8,100.51"
45223,TEXAS,CALDWELL,"1,174.03","8,100.51"
45224,TEXAS,CALHOUN,"1,196.73","8,100.51"
45230,TEXAS,CALLAHAN,"1,029.01","8,100.51"
45240,TEXAS,CAMERON,"1,129.07","8,100.51"
45250,TEXAS,CAMP,"1,386.77","8,100.51"
45251,TEXAS,CARSON,"1,205.42","8,100.51"
45260,TEXAS,CASS,"1,214.23","8,100.51"
45270,TEXAS,CASTRO,"1,339.75","8,100.51"
45280,TEXAS,CHAMBERS,"1,783.41","8,100.51"
45281,TEXAS,CHEROKEE,"1,280.34","8,100.51"
45290,TEXAS,CHILDRESS,"1,178.69","8,100.51"
45291,TEXAS,CLAY,"1,070.95","8,100.51"
45292,TEXAS,COCHRAN,"1,229.90","8,100.51"
45300,TEXAS,COKE,987.99,"8,100.51"
45301,TEXAS,COLEMAN,"1,448.70","8,100.51"
45310,TEXAS,COLLIN,"1,385.90","8,100.51"
45311,TEXAS,COLLINGSWORTH,"1,631.12","8,100.51"
45312,TEXAS,COLORADO,"1,270.56","8,100.51"
45320,TEXAS,COMAL,"1,089.65","8,100.51"
45321,TEXAS,COMANCHE,"1,113.27","8,100.51"
45330,TEXAS,CONCHO,"1,503.79","8,100.51"
45340,TEXAS,COOKE,"1,255.45","8,100.51"
45341,TEXAS,CORYELL,"1,203.89","8,100.51"
45350,TEXAS,COTTLE,"1,104.70","8,100.51"
45360,TEXAS,CRANE,"1,509.21","8,100.51"
45361,TEXAS,CROCKETT,"1,023.85","8,100.51"
45362,TEXAS,CROSBY,"1,261.53","8,100.51"
45370,TEXAS,CULBERSON,"1,427.27","8,100.51"
45380,TEXAS,DALLAM,"1,236.15","8,100.51"
45390,TEXAS,DALLAS,"1,355.23","8,100.51"
45391,TEXAS,DAWSON,"1,444.29","8,100.51"
45392,TEXAS,DEAF SMITH,"1,111.38","8,100.51"
45400,TEXAS,DELTA,"1,279.16","8,100.51"
45410,TEXAS,DENTON,"1,339.84","8,100.51"
45420,TEXAS,DEWITT,"1,178.55","8,100.51"
45421,TEXAS,DICKENS,"1,448.74","8,100.51"
45430,TEXAS,DIMMIT,"1,343.15","8,100.51"
45431,TEXAS,DONLEY,"1,137.68","8,100.51"
45440,TEXAS,DUVAL,"1,349.43","8,100.51"
45450,TEXAS,EASTLAND,"1,205.35","8,100.51"
45451,TEXAS,ECTOR,"1,202.69","8,100.51"
45460,TEXAS,EDWARDS,"1,055.12","8,100.51"
45470,TEXAS,ELLIS,"1,181.98","8,100.51"
45480,TEXAS,EL PASO,"1,089.65","8,100.51"
45490,TEXAS,ERATH,"1,094.37","8,100.51"
45500,TEXAS,FALLS,"1,195.37","8,100.51"
45510,TEXAS,FANNIN,"1,165.71","8,100.51"
45511,TEXAS,FAYETTE,"1,127.54","8,100.51"
45520,TEXAS,FISHER,"1,208.57","8,100.51"
45521,TEXAS,FLOYD,"1,161.79","8,100.51"
45522,TEXAS,FOARD,"1,288.21","8,100.51"
45530,TEXAS,FORT BEND,"1,289.19","8,100.51"
45531,TEXAS,FRANKLIN,"1,351.40","8,100.51"
45540,TEXAS,FREESTONE,"1,168.84","8,100.51"
45541,TEXAS,FRIO,"1,531.29","8,100.51"
45542,TEXAS,GAINES,"1,191.35","8,100.51"
45550,TEXAS,GALVESTON,"1,365.54","8,100.51"
45551,TEXAS,GARZA,"1,402.19","8,100.51"
45552,TEXAS,GILLESPIE,985.93,"8,100.51"
45560,TEXAS,GLASSCOCK,"1,739.15","8,100.51"
45561,TEXAS,GOLIAD,"1,179.56","8,100.51"
45562,TEXAS,GONZALES,"1,104.73","8,100.51"
45563,TEXAS,GRAY,"1,239.50","8,100.51"
45564,TEXAS,GRAYSON,"1,125.88","8,100.51"
45570,TEXAS,GREGG,"1,097.64","8,100.51"
45580,TEXAS,GRIMES,"1,171.68","8,100.51"
45581,TEXAS,GUADALUPE,"1,175.86","8,100.51"
45582,TEXAS,HALE,"1,100.69","8,100.51"
45583,TEXAS,HALL,"1,218.04","8,100.51"
45590,TEXAS,HAMILTON,"1,430.16","8,100.51"
45591,TEXAS,HANSFORD,"1,300.98","8,100.51"
45592,TEXAS,HARDEMAN,"1,399.50","8,100.51"
45600,TEXAS,HARDIN,"1,349.72","8,100.51"
45610,TEXAS,HARRIS,"1,440.46","8,100.51"
45620,TEXAS,HARRISON,"1,113.25","8,100.51"
45621,TEXAS,HARTLEY,"1,202.32","8,100.51"
45630,TEXAS,HASKELL,"1,224.55","8,100.51"
45631,TEXAS,HAYS,"1,089.65","8,100.51"
45632,TEXAS,HEMPHILL,"1,672.12","8,100.51"
45640,TEXAS,HENDERSON,"1,151.02","8,100.51"
45650,TEXAS,HIDALGO,"1,281.64","8,100.51"
45651,TEXAS,HILL,"1,076.78","8,100.51"
45652,TEXAS,HOCKLEY,"1,331.06","8,100.51"
45653,TEXAS,HOOD,"1,188.85","8,100.51"
45654,TEXAS,HOPKINS,"1,177.62","8,100.51"
45660,TEXAS,HOUSTON,"1,073.78","8,100.51"
45661,TEXAS,HOWARD,"1,193.22","8,100.51"
45662,TEXAS,HUDSPETH,"1,257.81","8,100.51"
45670,TEXAS,HUNT,"1,247.63","8,100.51"
45671,TEXAS,HUTCHINSON,"1,168.82","8,100.51"
45672,TEXAS,IRION,958.67,"8,100.51"
45680,TEXAS,JACK,"1,391.95","8,100.51"
45681,TEXAS,JACKSON,"1,249.95","8,100.51"
45690,TEXAS,JASPER,"1,212.83","8,100.51"
45691,TEXAS,JEFF DAVIS,"1,091.93","8,100.51"
45700,TEXAS,JEFFERSON,"1,327.13","8,100.51"
45710,TEXAS,JIM HOGG,"1,350.46","8,100.51"
45711,TEXAS,JIM WELLS,"1,435.37","8,100.51"
45720,TEXAS,JOHNSON,"1,266.04","8,100.51"
45721,TEXAS,JONES,"1,236.74","8,100.51"
45722,TEXAS,KARNES,"1,146.38","8,100.51"
45730,TEXAS,KAUFMAN,"1,318.43","8,100.51"
45731,TEXAS,KENDALL,"1,089.65","8,100.51"
45732,TEXAS,KENEDY,"1,194.13","8,100.51"
45733,TEXAS,KENT,"1,185.20","8,100.51"
45734,TEXAS,KERR,"1,003.58","8,100.51"
45740,TEXAS,KIMBLE,"1,214.64","8,100.51"
45741,TEXAS,KING,"1,465.25","8,100.51"
45742,TEXAS,KINNEY,"1,277.43","8,100.51"
45743,TEXAS,KLEBERG,"1,240.41","8,100.51"
45744,TEXAS,KNOX,"1,160.60","8,100.51"
45750,TEXAS,LAMAR,"1,159.72","8,100.51"
45751,TEXAS,LAMB,"1,196.51","8,100.51"
45752,TEXAS,LAMPASAS,"1,378.03","8,100.51"
45753,TEXAS,LA SALLE,"1,811.39","8,100.51"
45754,TEXAS,LAVACA,"1,231.44","8,100.51"
45755,TEXAS,LEE,"1,166.04","8,100.51"
45756,TEXAS,LEON,"1,186.66","8,100.51"
45757,TEXAS,LIBERTY,"1,513.94","8,100.51"
45758,TEXAS,LIMESTONE,"1,133.10","8,100.51"
45759,TEXAS,LIPSCOMB,"1,163.77","8,100.51"
45760,TEXAS,LIVE OAK,"1,197.48","8,100.51"
45761,TEXAS,LLANO,"1,065.52","8,100.51"
45762,TEXAS,LOVING,"1,365.27","8,100.51"
45770,TEXAS,LUBBOCK,"1,219.84","8,100.51"
45771,TEXAS,LYNN,"1,306.20","8,100.51"
45772,TEXAS,MCCULLOCH,"1,106.86","8,100.51"
45780,TEXAS,MCLENNAN,986.40,"8,100.51"
45781,TEXAS,MCMULLEN,"1,049.87","8,100.51"
